342.339,385.308
342.735,384.612
341.851,384.534
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
337.84,390.734
339.016,393.959
338.263,398.091
339.016,398.778
339.53,403.252
337.833,404.151
337.492,402.794
336.362,404.592
336.006,405.656
335.475,404.538
335.693,410.035
334.97,412.582
334.96,409.744
334.159,413.249
334.48,416.301
333.309,415.675
334.043,421.551
333.96,419.107
332.714,422.44
332.266,422.385
329.231,426.094
330.415,423.705
330.845,425.456
331.148,427.011
328.93,423.773
328.416,425.491
327.055,427.57
326.311,425.29
324.759,427.612
323.34,432.534
324.782,428.821
323.507,431.214
328.072,431.218
329.7,427.109
327.796,424.716
332.558,425.644
352.993,532.228
353.352,524.872
359.302,521.946
237.29,425.225
357.515,508.772
355.93,502.763
365.769,500.92
0,0
376.1,494.061
300.142,456.731
316.799,455.617
406.716,491.222
398.915,485.178
313.85,440.715
324.069,443.582
330.599,443.562
345.004,446.22
326.63,436.591
338.644,436.652
330.833,432.523
340.602,437.131
343.057,431.518
341.506,434.153
338.039,423.666
346.278,424.478
344.471,425.584
343.739,422.146
345.115,422.637
348.572,418.483
345.304,413.511
341.715,410.544
339.846,407.913
338.052,403.346
341.037,401.208
341.064,398.494
318.979,443.674
343.808,396.45
324.251,445.173
315.304,442.952
318.111,439.464
315.657,438.147
318.697,440.247
319.303,436.974
